date,open,high,low,close,volume,turnover_rate_pct,change_pct,amplitude_pct,market_cap_100m,symbol,name
2022-01-04,310.42,313.18,307.27,309.16,12481098,0.6635,0.0,1.91,8947.09,002594,比亚迪
2022-01-05,303.99,305.16,301.43,302.7,21412561,1.1383,-2.09,1.21,8760.14,002594,比亚迪
2022-01-06,305.56,308.22,305.1,305.83,11647771,0.6192,1.03,1.03,8850.72,002594,比亚迪
2022-01-07,315.94,318.97,313.31,317.15,12951373,0.6885,3.7,1.85,9178.32,002594,比亚迪
2022-01-10,324.72,327.44,320.84,323.24,18577743,0.9876,1.92,2.08,9354.57,002594,比亚迪
2022-01-11,318.86,321.03,318.4,318.93,20148462,1.0711,-1.33,0.81,9229.83,002594,比亚迪
2022-01-12,317.49,318.82,316.54,318.0,14732775,0.7832,-0.29,0.71,9202.92,002594,比亚迪
2022-01-13,313.06,315.15,311.25,313.26,17183848,0.9135,-1.49,1.23,9065.74,002594,比亚迪
2022-01-14,310.98,312.93,310.27,311.06,18054797,0.9598,-0.7,0.85,9002.08,002594,比亚迪
2022-01-17,311.93,316.01,308.97,313.81,9672616,0.5142,0.88,2.26,9081.66,002594,比亚迪
2022-01-18,317.49,319.53,314.66,316.23,10460797,0.5561,0.77,1.55,9151.7,002594,比亚迪
2022-01-19,316.95,319.09,314.8,316.69,16749314,0.8904,0.15,1.36,9165.01,002594,比亚迪
2022-01-20,325.8,327.31,323.76,325.4,19727095,1.0487,2.75,1.12,9417.08,002594,比亚迪
2022-01-21,334.14,336.99,329.98,331.89,22386971,1.1901,1.99,2.15,9604.9,002594,比亚迪
2022-01-24,331.35,333.08,329.72,330.5,18713182,0.9948,-0.42,1.01,9564.67,002594,比亚迪
2022-01-25,338.43,341.19,334.44,336.43,13348285,0.7096,1.79,2.04,9736.28,002594,比亚迪
2022-01-26,324.46,328.84,321.64,326.09,16822677,0.8943,-3.07,2.14,9437.04,002594,比亚迪
2022-01-27,335.49,336.49,333.61,334.59,24926456,1.3251,2.61,0.88,9683.03,002594,比亚迪
2022-01-28,326.15,327.09,324.23,325.62,12381400,0.6582,-2.68,0.85,9423.44,002594,比亚迪
2022-01-31,329.69,332.6,324.82,327.47,14300122,0.7602,0.57,2.39,9476.98,002594,比亚迪
2022-02-01,335.73,338.58,332.43,334.25,20701505,1.1005,2.07,1.88,9673.2,002594,比亚迪
2022-02-02,331.84,333.7,329.19,331.78,13273041,0.7056,-0.74,1.35,9601.71,002594,比亚迪
2022-02-03,328.16,331.52,325.72,330.4,15080778,0.8017,-0.42,1.75,9561.78,002594,比亚迪
2022-02-04,330.5,332.29,325.83,328.31,11845286,0.6297,-0.63,1.96,9501.29,002594,比亚迪
2022-02-07,323.48,324.46,320.26,321.69,15776785,0.8387,-2.02,1.28,9309.71,002594,比亚迪
2022-02-08,314.78,316.88,313.85,315.08,20345977,1.0816,-2.05,0.94,9118.42,002594,比亚迪
2022-02-09,322.11,322.85,320.14,321.57,19412952,1.032,2.06,0.86,9306.24,002594,比亚迪
2022-02-10,314.63,317.29,313.95,315.33,23133767,1.2298,-1.94,1.04,9125.65,002594,比亚迪
2022-02-11,317.9,318.65,314.87,316.96,11944985,0.635,0.52,1.2,9172.82,002594,比亚迪
2022-02-14,323.16,326.06,321.76,324.58,20118364,1.0695,2.4,1.36,9393.35,002594,比亚迪
2022-02-15,327.8,329.99,325.52,326.3,12039040,0.64,0.53,1.38,9443.12,002594,比亚迪
2022-02-16,327.61,331.86,324.57,329.02,15223742,0.8093,0.83,2.23,9521.84,002594,比亚迪
2022-02-17,319.13,321.91,317.31,319.96,10571782,0.562,-2.75,1.4,9259.64,002594,比亚迪
2022-02-18,324.95,326.74,321.47,322.98,15675206,0.8333,0.94,1.65,9347.04,002594,比亚迪
2022-02-21,314.73,316.86,313.53,315.68,17379482,0.9239,-2.26,1.03,9135.78,002594,比亚迪
2022-02-22,316.6,317.39,313.34,315.68,8265553,0.4394,0.0,1.28,9135.78,002594,比亚迪
2022-02-23,318.07,320.66,315.78,316.9,7955171,0.4229,0.39,1.55,9171.09,002594,比亚迪
2022-02-24,307.46,310.46,304.52,309.52,24695080,1.3128,-2.33,1.87,8957.51,002594,比亚迪
2022-02-25,300.61,303.64,297.89,302.69,11028889,0.5863,-2.21,1.86,8759.85,002594,比亚迪
2022-02-28,309.23,310.14,305.62,307.98,11640246,0.6188,1.75,1.49,8912.94,002594,比亚迪
2022-03-01,306.84,308.94,306.43,306.94,9446884,0.5022,-0.34,0.81,8882.84,002594,比亚迪
